city,name,latitude,longitude,stars,state,address,wifi,restaurantsdelivery,restaurantsgoodforgroups,restaurantspricerange,businessparking,business_id,postal_code,review_count
New Orleans,Go Burger,30.0207669,-90.0768242,2,LA,"1522 Robert E Lee Blvd, Ste B",NA,False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",YHbxoIIowZRwFKE3kPQ-5w,70122,16
St. Petersburg,The Hangar Restaurant & Flight Lounge,27.765037,-82.633876,3.5,FL,540 1st St SE,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",iQPr-FRPLV9pL2WWXxoCtg,33701,434
Greenwood,Buffalo Wild Wings,39.6358453894,-86.078343,2.5,IN,1077 North Emerson Ave,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",rrmDlxT3eejHaIR0GpQqvg,46143,63
Indianapolis,Oobatz,39.909978,-86.103212,2.5,IN,3716 E 82nd St,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",LVoebuMOAs4NLXdPNDHV4A,46240,45
Nashville,Waffle House,36.1545125,-86.6251462,3,TN,707 Stewarts Ferry Pike,u'no',False,False,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",J938AdRE5sjveY7gdE9eMg,37214,38
Santa Barbara,Barcliff & Bair,34.4227113,-119.7032756,4,CA,1112 State St,NA,NA,False,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",svKDkmALJNcToJxEsU_bpw,93101,7
Overland,Woofies,38.6885662,-90.3624603,4,MO,1919 Woodson Rd,u'no',True,False,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",YOjYoIWMBFPwFYTcOpp5gg,63114,81
Indianapolis,The Patio,39.772806,-86.039496,4,IN,7206 E Washington St,u'no',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",S3mrNEMvheVPyaMFSQEhiA,46219,64
West Point,The Village Teahouse,40.2053178,-75.2996696,3.5,PA,1919 W Point Pike,u'no',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",h1L1nOBt2P8IkfPexu0T6w,19486,46
Nashville,Monell's Dining & Catering,36.1758358,-86.7902819,4.5,TN,1235 6th Ave N,u'no',None,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",Jzb2IQSwPfULWzdl9Bq5fg,37208,1555
Philadelphia,Texas Wieners Philly,39.9243404,-75.1708063,5,PA,1426 Snyder Ave,u'free',True,NA,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",IKUTq3R9tceSewcsTFxKWQ,19145,5
Metairie,Spudly's Super Spuds,29.9987418,-90.1881823,4,LA,2609 Harvard Ave,u'no',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",A5ku_fGQaKR28kQJ2lGqcA,70001,107
Reno,Back Bar,39.4972231,-119.8010219,3.5,NV,2707 S Virginia St,'free',False,False,2,"{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}",ud1riUKjV4wiES0CA9UpbQ,89502,26
Boyertown,Iezzi's on 3rd,40.3325119,-75.6389249,4,PA,61 S Reading Ave,u'no',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",rMuvtl4eluKRXx77j5WEMQ,19512,29
Indianapolis,Loon Lake Lodge,39.906089,-86.047592,2.5,IN,6880 E 82nd St,NA,False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",5nCMKzSLzNVY6P7svw2pRg,46250,7
Plainfield,Popeyes Louisiana Kitchen,39.7128096406,-86.370959,2,IN,2304 E Main St,'no',True,True,1,"{'garage': False, 'street': False, 'validated': None, 'lot': True, 'valet': False}",EufWNpWJP9HnhvijYtnb3w,46168,44
St Charles,Bobby's Place,38.7820518,-90.4809294,2.5,MO,143 N Main St,u'free',False,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",EjIOztrwjlMJOaW10TuqoQ,63301,54
New Orleans,Another Broken Egg Cafe,29.925415,-90.084253,3.5,LA,2917 Magazine St,u'free',True,True,2,"{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}",x063XOQJCfTsKvS7iPLSsQ,70115,408
St. Pete Beach,Skidders Restaurant,27.7315442,-82.744091,4,FL,5799 Gulf Blvd,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",wr4tUYkhdlWs6HJNbiipSg,33706,615
Philadelphia,The Landing Restaurant,39.8891661,-75.2310534,2.5,PA,4509 Island Ave,'no',True,True,2,"{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}",9kaLrv9_zvuwb-F1BOde7g,19153,29
Philadelphia,Day By Day,39.9516785914,-75.1757079913,4,PA,2101 Sansom St,u'no',False,True,2,"{u'garage': True, u'street': True, u'validated': False, u'lot': False, u'valet': False}",Uky0DD3LU4C7eyNDhpmOXg,19103,642
Indianapolis,Whiskey Business,39.8722939,-85.955155,3.5,IN,11915 Pendleton Pike,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",ZuHB6jMajkytPP1yJXF78Q,46236,66
Nashville,Ezoza's Kitchen,36.1472009,-86.7988801,1.5,TN,400 21st Ave S,NA,True,False,NA,NA,8BYOZUd4fBpmLJfk2t3vjQ,37203,12
Blue Bell,Blue Bell Inn,40.1528392,-75.2664383,3.5,PA,601 Skippack Pike,u'free',False,True,3,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",4UDm69SbXGjjlbVVy3GNcQ,19422,295
St. Petersburg,Beef 'O' Brady's,27.7246696,-82.6801764,3,FL,4775 34th St S,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",3P3Hw_Dm_f0-R32E0doMPA,33711,51
Plainfield,Reme's Restaurant,39.716305,-86.3537459,4.5,IN,"2683 E Main St, Ste 113",NA,True,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",_RPipScNmjl_aTVyDIx94A,46168,47
Medford,Ott's,39.869943,-74.811461,3.5,NJ,656 Stokes Rd,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",BwNivkSRDx_Sf4Gx57jT9w,08055,72
Tucson,Famous Sam's,32.3065716069,-111.009216332,3.5,AZ,1970 W River Rd,'no',False,True,1,"{u'valet': False, u'garage': False, u'street': False, u'lot': None, u'validated': False}",WIw5377vGNKdZb2dLl2zfw,85705,50
Tampa,TGI Fridays,28.015275,-82.614675,3.5,FL,11705 West Hillsborough Ave,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",mpu_IJ11lbSrYZPAIGUPow,33635,95
Tucson,Cafe 54,32.2229346,-110.970319,4,AZ,54 E Pennington St,u'free',True,True,1,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",HvEKE3lD6ZgtyaQRzq5d6w,85701,38
Philadelphia,The Restaurant at JNA Institute of Culinary Arts,39.9351965,-75.1676847,4,PA,1212 S Broad St,u'free',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NKHiFAO78E_ty7xpK_gVKw,19146,61
Saint Charles,Waffle House,38.805561,-90.475688,3,MO,301 Little Hills Exy,NA,NA,NA,NA,NA,zh_TSrF9qJFV_f3kBWyRGg,63301,5
Tampa,The Local,27.935466,-82.504398264,4,FL,3701 W Henderson Blvd,u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",Df7iAocnliScK-fbfzKI4g,33609,286
Saint Louis,Hibachi Grill Supreme Buffet,38.56409,-90.366393,2.5,MO,8925 Watson Rd,u'no',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",sNqvMmAu2c-F36ivlusx-w,63119,40
Glen Mills,Ashley's Restaurant & Bar,39.89624,-75.48263,4,PA,68 Baltimore Pike,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",0pamUcfn0SXbuj79Y_tRiw,19342,54
Boise,Ram Restaurant & Brewery,43.6044424,-116.1926761,3,ID,709 E Park Blvd,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",ouqfnrUwbfsVMIPV4u1U2w,83712,206
Reno,Habit Burger Grill,39.5322014,-119.815363,3.5,NV,500 N Sierra St,'free',False,True,1,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",VQypuqGYepDfaJS7A-QjYg,89503,102
Audubon,Chadwick's Restaurant and Bar,40.1273166617,-75.4248419756,3.5,PA,2750 Egypt Rd,u'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",ECtzuDz0dMBQwFzp9EVDLg,19403,98
Tucson,Delectables Catering and Venue,32.2831349,-110.9644249,3.5,AZ,427 E Limberlost Dr,u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",5hyIty7KkRfVE_1gCKbUvw,85705,145
Nashville,Kranky Chef's,36.1468238831,-86.7572860718,4.5,TN,175 Lafayette St,u'free',None,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",aabNkVnLbxNoLMpTUlZpUw,37210,6
Philadelphia,Waterfront Gourmet Cafe & Deli,39.9505446,-75.1393768,4,PA,5 N Christopher Columbus Blvd,u'free',True,True,1,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}",981Xj6Sey1CjyP6WQ70lzg,19106,34
Titusville,Patriots Crossing,40.2966013,-74.8665666,3.5,NJ,1339 River Rd,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",XgVCGbSAO3i9a65ZHpb8-w,08560,78
Smyrna,Cook Out,35.981469,-86.5558164,3,TN,491 Sam Ridley Pkwy,NA,False,True,1,"{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}",OepQkEQsRK-BskcURaRvbg,37167,59
Clearwater,Clear Sky Cafe,27.9819599851,-82.8272973318,4.5,FL,"490 Mandalay Ave, Ste 1",'free',True,True,2,"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",Ps7Q7BOKzJO4nDTUhbk43Q,33767,1824
Hermitage,Hardee's,36.1720244,-86.6022861,2.5,TN,5775 Old Hickory Blvd,NA,True,True,1,NA,TIQdj6RzQ9pExOqeq9gpkw,37076,13
Meridian,Shari's Cafe & Pies,43.59655747,-116.39311553,3,ID,895 S Progress Ave,'free',True,True,2,"{u'valet': False, u'garage': False, u'street': False, u'lot': None, u'validated': False}",rrlFichTnAsfJJhgop3nPQ,83642,42
Tampa,Chicken Yummy,28.0534278,-82.3945471,4,FL,5505 E Fowler Ave,'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",XupqzjOerK3DcIoWWIKslg,33617,115
Greenwood,Oaken Barrel Brewing Company,39.6153269081,-86.0908108036,4,IN,"50 Airport Pkwy, Ste L",'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Opaq2wcFfqjHdhpQHXvOYA,46143,272
West Chester,Romano's Pizzeria & Italian Kitchen,39.9420104307,-75.5901537066,4,PA,929 S High St,NA,True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",5wPBTxuVfz3_U-pT2ZYNOw,19382,33
Wilmington,Basil Bar & Grill,39.7472414,-75.5513301,2.5,DE,422 Delaware Ave,'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",jMOIi_o4pmPwR_Q8P7gS5Q,19801,11
Philadelphia,Wing Shop,40.0346506,-75.0440235,3,PA,7109 Frankford Ave,'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",5k5u23L1yS0e5zLouXsSTA,19135,24
Boise,Freddy's Frozen Custard & Steakburgers,43.5846402078,-116.1941496145,4.5,ID,2143 S Broadway Ave,NA,True,NA,1,NA,B3zVuUj0SWwaL91V2Bv4LQ,83706,7
Saint Louis,Union Grill,38.6270586,-90.1876714,2,MO,200 N 4th St,NA,True,True,2,NA,4hR-l_arzAS3EU7SycoCDQ,63102,6
Indianapolis,Bob Evans,39.6951343,-86.1497462,2,IN,456 E Elbert St,'free',None,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",QkaGeZjC3zYEAZTHAFsuXQ,46227,8
Indianapolis,Barley Island Restaurant and Brewhouse,39.8695854,-86.1458504,3,IN,701 Broad Ripple Ave,NA,False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",Lx7mtvmJbkMT9Q9W2YwyBA,46220,10
Saint Louis,Tiffany's Original Diner,38.612440517,-90.3199727565,3,MO,7402 Manchester Rd,'free',False,False,1,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",P7XX9Kf4-RxnkmUvrTQGLw,63143,114
Bridgeton,Applebee's Grill + Bar,38.7482,-90.4223,2.5,MO,11977 St Charles Rock Rd,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",8w6y90Rz_VrJubiS_Tdgiw,63044,59
Belleville,4204 Main Street Brewing Company,38.5379853,-90.0211703,3.5,IL,4204 W Main St,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",zMe0kY6KMRVdlUKmme-JpA,62226,260
Philadelphia,Dark Horse Pub,39.9422776,-75.1450063,3.5,PA,421 S 2nd St,u'free',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",KPPyh-vQI3IbbQJUcegBjg,19147,99
Philadelphia,Adriatic Grill,39.980562,-75.153389,4,PA,1835 N 12th St,NA,False,True,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",6VD86MURqam8QhJSkzNV4A,19122,18
St. Pete Beach,La Croisette,27.7417405,-82.7511532,4,FL,7401 Gulf Blvd,u'no',False,True,1,"{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}",un0SYMwg2E_T1VLp7ANW7w,33706,449
University City,Frank & Helen's Pizzeria,38.6738098,-90.3466339,4,MO,8111 Olive Blvd,u'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",9vRUeYP5iTr0-uYMCD3TCg,63130,130
Saint Louis,Duke's,38.6079956,-90.207403,3.5,MO,2001 Menard St,u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",jAZA56ZBf9UaMAKbquewrw,63104,64
West Chester,The Shadyside Tavern,39.9644961531,-75.7150428651,3,PA,1548 Shadyside Rd,u'no',False,True,2,"{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': True}",nIWGLfOvlBcfZMm3Gm_EQA,19380,6
Creve Coeur,TGI Fridays,38.6733364,-90.4582223,2,MO,12398 Olive Street Rd,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Sn_CFFZkgWOnhqlxQYC34w,63141,131
Santa Barbara,Cafe del Sol,34.42209,-119.657295,3.5,CA,30 Los Patos Way,u'no',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",nkLla0nBTUPL6yj-zX6eaw,93108,36
Southampton,White Dotte Dairy Bar & Grill,39.9695833,-74.7360158,4,NJ,2345 Rt 206,u'free',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",eln6se9XC_bYYDzQwb102A,08088,100
Harahan,Bienvenue,29.9432428,-90.1977059,4,LA,467 Hickory Ave,'free',None,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",0S5nk5wxqUoXNGZ0_DryXw,70123,110
Nashville,Allium Café + Bar,36.1730529,-86.7650823,4,TN,501 Main St,u'no',False,True,2,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",VpqlVgFmWWqjiVjwWDYy5w,37206,44
Wilmington,Joe's Crab Shack,39.7338689397,-75.5602368018,2.5,DE,600 S Madison St,'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",UGRRI0KG9S8WI-oWTaPaHA,19801,151
Jenkintown,Wet Whistle Bar & Grill,40.089344,-75.122902,3.5,PA,300 Meetinghouse Rd,u'free',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",RVUA10GgsZCJpgEoPAKwdw,19046,28
Upper Darby,Studio Movie Grill,39.9599953,-75.2582059,2.5,PA,53 S 69th St,'no',True,True,2,"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",ob5gqlNhg10c7y9aTyvEAQ,19082,197
Mount Laurel,Bob Evans,39.9311000804,-74.9616996199,3.5,NJ,601 Fellowship Rd,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Ath6H_ABFwFf_t3E1sXeJg,08054,91
Springfield,Saxers,39.9282985,-75.333873,3.5,PA,148 Saxer Ave,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",CYsGYdVtJCYUC-epWHKPRA,19064,21
Indianapolis,Skillets Pancake House,39.9257539,-86.0692487,4,IN,"9546 Allisonville Rd, Ste 132",u'free',NA,True,NA,"{'garage': None, 'street': None, 'validated': None, 'lot': True, 'valet': False}",Sa5Ot5Vuxqabt-qnq0q0aA,46250,55
Nashville,Springwater,36.1463345,-86.8122664,4,TN,115 27th Ave N,u'free',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",YDfQlJKpocV51jCL5Eavrw,37203,72
Marrero,IHOP,29.874471,-90.100269,1.5,LA,5025 Lapalco Blvd,'no',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",mM4--pwCB_N0vwuGpytR2g,70072,27
Clearwater Beach,Beach Shanty Cafe,27.9735230696,-82.8282723203,4,FL,305 Coronado Dr,'no',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",4yKBQiY6KCJmZVMSES77Kg,33767,22
Maryland Heights,Dave & Buster's,38.7578705544,-90.4679441511,2.5,MO,13857 Riverport Dr,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",UMxtDsrxSGhz_G1iLHWq9A,63043,226
Fenton,IHOP,38.5062717,-90.44423,3.5,MO,110 Kate G Ln,'free',True,True,2,"{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}",ZyFEDOkHLMDVfe3EMrYxrg,63026,38
Lahaska,Spotted Hog,40.3481917,-75.0327493,1.5,PA,RR 202,NA,NA,NA,NA,NA,Mm1QhCmJPmrm6j-vY9m0tg,18931,5
Lansdale,Blue Dog Pub,40.2409380125,-75.3037660552,3,PA,850 S Valley Forge Rd,'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",16cCF9_aaDxIa1hO3gybKw,19446,85
Glen Mills,Comfort Inn & Suites Glen Mills - Philadelphia,39.8802467668,-75.5448828135,2,PA,1110 Baltimore Pike,u'free',False,False,2,NA,xywaDaIL8_udyftSvgPmAQ,19342,7
Doylestown,Applebee's Grill + Bar,40.272883,-75.12809,2.5,PA,"1745 Easton Rd, Barn Plaza, Barn Plaza",'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",D99kvKSnsCtD07mExtN_Pg,18901,38
Philadelphia,Wister BYOB,39.9509776083,-75.1457880065,4,PA,26 N 3rd St,u'free',None,True,3,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",VdpwcM3GQ2AjzSm5-9ZuTA,19106,94
Gibsonton,Showtown Bar & Grill,27.8416869,-82.3815518,5,FL,10902 US Hwy 41 S,NA,False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",v2_sO6EHM39dvMiPwenFwA,33534,8
Tampa,Peabody's,28.0878576,-82.4044612,4,FL,15333 Amberly Dr,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",ptJnKvMCb8AjPhKsUWATLQ,33647,205
Saint Petersburg,Dr. BBQ,27.77051,-82.6500744,4,FL,1101 1st Ave S,u'free',None,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",wK2G-v74dCEzmGEUtKgOKQ,33705,722
Cherry Hill,Fatburger,39.940876,-75.0257016,2.5,NJ,2000 NJ-38,NA,True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",t8DH1q5EXe5RpKHTVYGaLw,08002,39
Warrington,Pats Select Pizza & Grill,40.2386454,-75.135768,4.5,PA,855 Easton Rd,u'free',True,True,2,"{'garage': False, 'street': None, 'validated': None, 'lot': True, 'valet': False}",F32Z7yfgklHbiumiI-EDZg,18976,126
Indianapolis,New Bethel Ordinary,39.7050249,-86.0102574,4,IN,8838 Southeastern Ave,u'no',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",BuOd9tDNs7_LdnA21oNSAw,46239,135
Indianapolis,Taggart's,39.762477,-86.160924,3.5,IN,123 W Louisiana St,NA,NA,True,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",Th6mcYZK5GPZmvmhZ7msBw,46225,11
Tucson,Jackie's Food Court,32.2147915,-110.9715269,2,AZ,,NA,False,NA,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",xE3kWpenVOxmuGMVspBPhA,85701,6
Chalmette,MeMe's Bar & Grille,29.9442988,-89.9686668,4,LA,712 W Judge Perez Dr,u'no',False,True,2,"{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}",Mbr7CSl0bvDo5kFvZMPv_g,70043,90
Philadelphia,Del Frisco's Double Eagle Steakhouse,39.9509564,-75.1654591,4,PA,1428-1432 Chestnut St,u'free',True,True,4,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}",4R2KR_-FybS7oegGrXjHVg,19102,1129
Philadelphia,Mad River Manayunk,40.0222502,-75.218689,2,PA,4100 Main St,NA,NA,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",m5ne44a3Vu7-zILKGxc4SQ,19127,100
Clearwater,The Hideaway,27.9786794,-82.8273734,4.5,FL,"403  Mandalay Ave, ste A",NA,NA,NA,1,NA,7gIJZfVX4zTfDvKp5gfa0w,33767,11
New Orleans,Popeyes Louisiana Kitchen,30.004826,-90.036717,2.5,LA,4480 Chef Menteur Hwy,NA,True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",-y05MW4mCci-eSv2yJkzzQ,70126,14
O'Fallon,Buffalo Wild Wings,38.577905907,-89.933815,2,IL,1424 Central Park Cir,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",-9Kxik9BRNkft5rPcVvSsw,62269,115
Belleville,Main Street Cafe,38.5178779,-90.0019307,4,IL,1601 W Main St,u'no',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",uT33RCQUJioJnFEh1C1u7g,62220,82
Hendersonville,Ruby's Kitchen,36.304945,-86.6358409,3,TN,75 New Shackle Island Rd,'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",-qEk9byAfXQvKNVK1tCitw,37075,25
Franklin,Oscars Taco Shop,35.92918,-86.919625,4.5,TN,188 Front St,'free',True,True,1,"{u'valet': False, u'garage': False, u'street': True, u'lot': None, u'validated': False}",YKzXvWOEZPA2eqvx3dVaAA,37064,52
Indianapolis,Dick's Last Resort - Indianapolis,39.7658892944,-86.1603025386,3,IN,111 W Maryland St,u'free',True,True,2,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",BROZEhRaBycfCZ4AWqS3FQ,46225,240
Philadelphia,The Hadley,39.9607681115,-75.1776570082,4,PA,"2200 Benjamin Franklin Pkwy, E Tower",u'free',True,NA,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",GXJyNhIlZ0_Obeize1Oj7A,19130,76
Warminster,Steak ’n Shake,40.201472,-75.09135,2.5,PA,380 W Street Rd,u'free',NA,NA,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",QjGf8kY2B2pw07SaM7uX4A,18974,41
Philadelphia,Sabrina's Café,39.938871,-75.158236,4,PA,910 Christian St,u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",K3RURR9lIEE4JjOaPt99zg,19147,1176
Lutz,Main Event Wesley Chapel,28.1929782,-82.3884514,3,FL,2839 Creek Grass Way,u'free',True,NA,NA,"{u'valet': False, u'garage': None, u'street': True, u'lot': True, u'validated': False}",6GiVA2gisWokFVztPgpDtA,33559,60
Tucson,Buffalo Wild Wings,32.2852739,-110.9788384,2.5,AZ,"4329 N Oracle Rd, Ste 135",'free',None,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",PtgpBXbgBiBwEbaGHqjY3A,85705,207
Mount Laurel,Good Foods To Go,39.9239335,-74.9483225,4.5,NJ,4201 Church Rd,NA,True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",D7oYy4YuN7Nwqp2dX0Wh_w,08054,19
Seminole,Time Out Sports Bar,27.8554052,-82.828508,3.5,FL,"9009 Oakhurst Rd, Ste A",u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",cNslGovNYpSLywT5P03Vsw,33776,48
New Orleans,Zachary's By the Lake,30.020691,-90.114479,2.5,LA,7224 Pontchartrain Blvd,NA,NA,True,NA,NA,vRq7Lpg3Wjo-kiNDl7OtBw,70124,9
Indianapolis,Ziggy's Bar & Grill,39.6648638,-86.1837185,3,IN,1350 W Southport Rd,'no',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",lDJvg3KFVPeNC5yG66VmmA,46217,18
Tucson,Bill's Grill,32.328143,-110.851382,3,AZ,7000 N Resort Dr,NA,None,NA,NA,NA,a0jfTPkhCIsaRw9sEMP6RQ,85750,5
Philadelphia,Elwood,39.9664035366,-75.1342273504,5,PA,1007 Frankford Ave,u'no',False,NA,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",AjQGanUkM-SFa7MxwTfMRw,19125,38
Indianapolis,1933 Lounge,39.764822,-86.1598297,4.5,IN,127 S Illinois St,'no',NA,True,3,"{u'valet': True, u'garage': True, u'street': True, u'lot': False, u'validated': False}",bp-YfsJnbSje3ayCZLGaUA,46225,160
Cherry Hill,The Capital Grille,39.941343649,-75.0283223683,4,NJ,2000 Route 38,u'free',None,True,4,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",4KH6DlFi25Fx1-hlSF7ViA,08002,259
Collegeville,WIBS,40.1760459,-75.4597345,4,PA,"1850 S Collegeville Rd, Ste 107",u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",vTHHIdkG4XZs0wrERcuq0w,19426,95
Philadelphia,Gail's Caribbean & American Cuisine,40.0362043,-75.1302866,4,PA,5555 N 5th St,u'no',True,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",Tdb_Nd4EQar9sXE-a8SPSA,19120,6
